City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,hirara,24.8,125.2833,25.15,94,100,2.57,JP,1717007805
1,oroqen zizhiqi,50.5667,123.7167,3.03,89,10,1.69,CN,1717007806
2,saipan,15.1355,145.701,26.39,83,100,5.66,MP,1717007806
3,buckeye,33.3703,-112.5838,37.29,10,4,3.15,US,1717007626
4,el alto,-4.2714,-81.2147,23.81,68,32,6.19,PE,1717007806
5,arkalyk,50.2486,66.9114,15.39,76,100,2.63,KZ,1717007806
6,talnakh,69.4865,88.3972,-6.0,79,96,0.92,RU,1717007806
7,quellon,-43.1167,-73.6167,10.27,76,100,4.57,CL,1717007806
8,palanga,55.9175,21.0686,17.01,77,0,1.54,LT,1717007807
9,blackmans bay,-43.0167,147.3167,12.63,58,100,0.89,AU,1717007807
10,port-aux-francais,-49.35,70.2167,1.56,70,99,19.22,TF,1717007807
11,oranjemund,-28.55,16.4333,16.28,89,17,4.48,NA,1717007807
12,esmeraldas,-19.7625,-44.3139,28.58,39,0,2.48,BR,1717007807
13,lebu,-37.6167,-73.65,12.35,77,100,2.74,CL,1717007807
14,dudinka,69.4058,86.1778,-5.74,89,12,3.13,RU,1717007807
15,yellowknife,62.456,-114.3525,20.23,49,40,1.54,CA,1717007807
16,tiksi,71.6872,128.8694,5.84,88,95,2.87,RU,1717007808
17,kununurra,-15.7667,128.7333,20.99,88,0,2.06,AU,1717007808
18,alesund,62.4723,6.1549,15.51,76,20,5.14,NO,1717007808
19,eyl,7.9803,49.8164,27.23,79,100,11.65,SO,1717007808
20,axim,4.8699,-2.2405,27.07,80,17,3.64,GH,1717007808
21,santa cruz,-17.8,-63.1667,21.7,43,8,3.09,BO,1717007640
22,weno,7.4515,151.8468,27.97,94,75,2.06,FM,1717007808
23,adamstown,-25.066,-130.1015,20.79,72,98,1.31,PN,1717007809
24,novyy turtkul',41.55,61.0167,15.95,16,0,4.34,UZ,1717007809
25,ribas do rio pardo,-20.4431,-53.7592,24.61,26,0,1.81,BR,1717007809
26,howard springs,-12.497,131.047,26.04,94,10,2.46,AU,1717007809
27,qaqortoq,60.7167,-46.0333,3.07,96,100,1.29,GL,1717007809
28,port-vila,-17.7338,168.3219,21.78,78,40,3.09,VU,1717007809
29,bethel,41.3712,-73.414,24.45,55,100,3.6,US,1717007809
30,grytviken,-54.2811,-36.5092,2.61,98,100,5.5,GS,1717007809
31,peniche,39.3558,-9.3811,21.16,86,10,8.71,PT,1717007810
32,poronaysk,49.2167,143.1167,2.89,93,100,3.65,RU,1717007810
33,waitangi,-43.9535,-176.5597,7.68,63,86,8.83,NZ,1717007810
34,arraial do cabo,-22.9661,-42.0278,21.92,73,100,6.69,BR,1717007810
35,naze,28.3667,129.4833,22.51,92,100,2.63,JP,1717007810
36,korla,41.7597,86.1469,23.95,23,100,3.42,CN,1717007810
37,bathsheba,13.2167,-59.5167,31.34,70,40,10.29,BB,1717007810
38,khandyga,62.6667,135.6,12.38,57,68,1.16,RU,1717007811
39,gadzhiyevo,69.2551,33.3362,5.28,91,67,1.91,RU,1717007811
40,stanley,54.868,-1.6985,16.77,100,75,2.06,GB,1717007811
41,bereznik,62.8551,42.7072,7.94,81,26,2.39,RU,1717007811
42,ambovombe,-25.1667,46.0833,20.16,82,0,6.43,MG,1717007811
43,howrah,22.5892,88.3103,31.0,89,75,7.2,IN,1717007811
44,port hedland,-20.3167,118.5667,19.03,94,100,3.09,AU,1717007811
45,invercargill,-46.4,168.35,6.68,87,100,2.24,NZ,1717007811
46,longyearbyen,78.2186,15.6401,3.91,87,75,1.54,SJ,1717007589
47,vega de alatorre,20.0333,-96.6333,33.36,60,0,4.92,MX,1717007812
48,edinburgh of the seven seas,-37.0676,-12.3116,12.92,62,22,6.56,SH,1717007812
49,konkwesso,10.8469,4.0984,34.39,40,47,3.78,NG,1717007812
50,alofi,-19.0595,-169.9187,24.94,94,100,3.09,NU,1717007812
51,bilibino,68.0546,166.4372,-2.52,83,100,2.16,RU,1717007812
52,albany,42.6001,-73.9662,23.08,48,79,0.89,US,1717007813
53,wailua homesteads,22.0669,-159.378,25.24,84,100,7.72,US,1717007813
54,kawambwa,-9.7915,29.0791,16.27,62,99,1.87,ZM,1717007813
55,opuwo,-18.0607,13.84,18.34,32,4,0.71,NA,1717007813
56,pijijiapan,15.7011,-93.23,34.35,53,20,4.93,MX,1717007813
57,afaahiti,-17.75,-149.2833,25.93,83,89,7.13,PF,1717007813
58,krustpils,56.5067,25.8738,15.62,96,99,1.79,LV,1717007813
59,avarua,-21.2078,-159.775,26.03,94,100,2.06,CK,1717007814
60,saacow,1.6279,42.4407,25.57,70,99,7.12,SO,1717007814
61,fallon,39.4735,-118.7774,21.93,34,40,3.6,US,1717007814
62,vila franca do campo,37.7167,-25.4333,20.23,99,100,6.41,PT,1717007814
63,yorkton,51.2167,-102.4677,22.91,38,0,10.8,CA,1717007591
64,olonkinbyen,70.9221,-8.7187,-0.64,97,100,5.37,SJ,1717007814
65,halifax,44.6453,-63.5724,23.94,72,20,5.66,CA,1717007803
66,barra da estiva,-13.6261,-41.3269,24.29,47,9,3.43,BR,1717007815
67,tazovsky,67.4667,78.7,-8.42,96,39,4.2,RU,1717007815
68,tarnogskiy gorodok,60.4997,43.5761,11.13,85,100,2.49,RU,1717007815
69,margaret river,-33.95,115.0667,15.06,66,95,8.5,AU,1717007748
70,al jawf,29.5,38.75,29.79,20,0,7.94,SA,1717007815
71,hawaiian paradise park,19.5933,-154.9731,23.91,96,100,3.09,US,1717007815
72,igarka,67.4667,86.5833,0.01,92,100,5.81,RU,1717007816
73,ushuaia,-54.8,-68.3,4.81,81,75,8.23,AR,1717007816
74,la passe,45.5549,-0.8967,18.13,94,100,6.53,FR,1717007816
75,navia,43.5354,-6.7194,18.19,77,23,0.96,ES,1717007816
76,port mathurin,-19.6833,63.4167,24.94,84,52,9.11,MU,1717007816
77,la foa,-21.7108,165.8276,19.2,70,81,0.93,NC,1717007816
78,utrik,11.2278,169.8474,27.54,80,100,5.94,MH,1717007816
79,bardai,11.65,7.2333,24.87,70,100,7.46,NG,1717007816
80,las tablas,7.7667,-80.2833,30.14,70,94,2.43,PA,1717007817
81,przasnysz,53.0191,20.8803,20.25,81,100,0.9,PL,1717007817
82,tralee,52.2704,-9.7026,12.66,92,25,5.49,IE,1717007817
83,isernia,41.6002,14.2382,16.96,90,99,0.97,IT,1717007817
84,atafu village,-8.5421,-172.5159,29.42,71,7,5.2,TK,1717007818
85,belmonte,-15.8631,-38.8828,26.63,66,94,2.64,BR,1717007818
86,san antonio de pale,-1.4014,5.6325,26.84,88,52,3.85,GQ,1717007818
87,gobabis,-22.45,18.9667,14.89,26,0,5.6,NA,1717007818
88,bredasdorp,-34.5322,20.0403,20.04,40,100,2.68,ZA,1717007818
89,weligama,5.9667,80.4167,27.17,87,100,7.2,LK,1717007818
90,lorengau,-2.0226,147.2712,27.32,85,100,2.71,PG,1717007818
91,aykhal,66.0,111.5,13.46,63,19,2.38,RU,1717007525
92,kot addu,30.4692,70.9671,32.88,5,0,1.2,PK,1717007819
93,enchanted hills,35.3368,-106.593,27.76,37,2,2.24,US,1717007613
94,udachny,66.4167,112.4,16.36,54,92,3.37,RU,1717007819
95,port alfred,-33.5906,26.891,22.43,44,0,3.26,ZA,1717007819
96,norton shores,43.1689,-86.2639,21.29,61,100,4.63,US,1717007819
97,polyarnyy,69.1989,33.4478,4.29,93,80,2.0,RU,1717007819
98,koysinceq,36.0821,44.6278,25.04,41,0,8.9,IQ,1717007819
99,kiri buru,22.0833,85.35,31.25,44,98,1.98,IN,1717007819
100,kenai,60.5544,-151.2583,9.52,88,100,0.0,US,1717007820
101,i-n-salah,27.1935,2.4607,36.9,8,100,4.94,DZ,1717007820
102,solnechnyy,50.7214,136.6319,3.91,99,99,2.36,RU,1717007820
103,cockburn town,21.4612,-71.1419,27.57,83,30,7.29,TC,1717007820
104,kingston,17.997,-76.7936,30.65,70,75,8.75,JM,1717007820
105,lawas,13.764,121.0566,25.94,91,100,1.82,PH,1717007821
106,antsiranana,-12.2787,49.2917,23.28,86,8,1.83,MG,1717007821
107,punta arenas,-53.15,-70.9167,5.01,81,100,12.86,CL,1717007821
108,cam ranh,11.9214,109.1591,28.98,79,20,1.54,VN,1717007821
109,ilulissat,69.2167,-51.1,0.01,86,75,3.6,GL,1717007821
110,thompson,55.7435,-97.8558,20.09,42,40,5.66,CA,1717007821
111,guerrero negro,27.9769,-114.0611,19.53,61,2,8.22,MX,1717007822
112,severo-yeniseyskiy,60.3725,93.0408,0.32,88,97,5.36,RU,1717007822
113,san luis de la loma,17.2706,-100.8939,32.7,51,0,4.77,MX,1717007822
114,melo,-32.3667,-54.1833,16.03,75,100,0.96,UY,1717007733
115,vorgashor,67.5833,63.95,-5.67,92,100,3.34,RU,1717007822
116,lobujya,27.95,86.8167,-3.87,88,100,2.18,NP,1717007822
117,aasiaat,68.7098,-52.8699,-0.2,82,100,6.99,GL,1717007823
118,yuzhno-kurilsk,44.0306,145.8556,4.65,98,100,6.88,RU,1717007823
119,codrington,-38.2667,141.9667,16.08,50,100,10.26,AU,1717007823
120,tofol,5.3248,163.0078,28.53,80,100,6.91,FM,1717007823
121,happy valley-goose bay,53.3168,-60.3315,5.17,93,100,8.75,CA,1717007823
122,santa terezinha,-29.9002,-50.0904,16.88,80,11,5.49,BR,1717007823
123,luchenza,-16.0069,35.3095,16.23,78,1,1.35,MW,1717007824
124,yamada,39.4667,141.95,9.21,81,99,2.42,JP,1717007824
125,mhamid,29.82,-5.72,36.52,7,0,4.71,MA,1717007824
126,toliara,-23.35,43.6667,22.01,58,0,4.47,MG,1717007824
127,st. john's,47.5649,-52.7093,9.96,97,100,11.32,CA,1717007592
128,kavieng,-2.5744,150.7967,27.69,77,100,2.46,PG,1717007824
129,saint-philippe,-21.3585,55.7679,23.77,88,84,7.13,RE,1717007824
130,kerikeri,-35.2268,173.9474,13.28,75,2,4.92,NZ,1717007824
131,hasaki,35.7333,140.8333,15.22,83,45,2.45,JP,1717007825
132,trekhgornyy,54.815,58.4592,12.09,97,100,3.68,RU,1717007825
133,puerto natales,-51.7236,-72.4875,4.25,75,40,2.57,CL,1717007825
134,ulladulla,-35.35,150.4667,12.8,76,8,2.61,AU,1717007825
135,west island,-12.1568,96.8225,26.99,83,45,6.17,CC,1717007825
136,nova sintra,14.8667,-24.7167,24.17,78,98,7.66,CV,1717007825
137,viqueque,-8.8673,126.3658,23.83,95,100,0.64,TL,1717007825
138,monrovia,6.3005,-10.7969,28.87,79,68,4.55,LR,1717007825
139,ocean shores,46.9737,-124.1563,15.21,77,20,5.66,US,1717007826
140,ciudad lazaro cardenas,17.9583,-102.2,31.71,48,6,5.26,MX,1717007826
141,port elizabeth,-33.918,25.5701,16.84,61,0,1.03,ZA,1717007826
142,college,64.8569,-147.8028,18.38,54,75,0.45,US,1717007826
143,richards bay,-28.783,32.0377,19.98,82,0,3.87,ZA,1717007826
144,sitka,57.0531,-135.33,8.94,76,75,0.0,US,1717007826
145,araioses,-2.89,-41.9031,27.77,86,16,2.4,BR,1717007826
146,iqaluit,63.7506,-68.5145,2.85,64,75,6.71,CA,1717007827
147,hotan,37.0997,79.9269,21.74,33,99,2.96,CN,1717007827
148,tolanaro,-25.0319,46.9987,22.04,83,40,4.12,MG,1717007827
149,ponta grossa,-25.095,-50.1619,15.72,60,0,2.05,BR,1717007827
150,carnarvon,-24.8667,113.6333,17.06,59,3,7.96,AU,1717007827
151,northam,51.0333,-4.2167,15.22,86,7,4.33,GB,1717007827
152,lubango,-14.9172,13.4925,14.52,52,0,2.15,AO,1717007827
153,hemsby,52.6971,1.6918,16.7,77,8,3.84,GB,1717007828
154,papatowai,-46.5619,169.4708,8.67,80,100,5.21,NZ,1717007828
155,lisakovsk,52.5369,62.4936,14.45,89,87,4.05,KZ,1717007828
156,hammerfest,70.6634,23.6821,14.25,72,0,2.06,NO,1717007828
157,san luis rio colorado,32.4631,-114.7767,34.94,13,4,2.55,MX,1717007614
158,jamestown,42.097,-79.2353,18.03,82,100,3.6,US,1717007563
159,hamilton,39.1834,-84.5333,20.7,71,100,4.12,US,1717007828
160,morehead city,34.7229,-76.726,31.01,64,0,4.12,US,1717007828
161,broome,42.2506,-75.833,18.83,84,100,2.57,US,1717007829
162,ponnani,10.767,75.9252,26.62,84,100,3.34,IN,1717007829
163,hadibu,12.65,54.0333,29.46,78,99,7.35,YE,1717007829
164,fort mcmurray,56.7268,-111.381,17.77,67,100,7.2,CA,1717007531
165,el bauga,18.262,33.9081,36.96,10,44,9.15,SD,1717007829
166,tura,25.5198,90.2201,25.38,98,100,3.72,IN,1717007829
167,laguna,38.421,-121.4238,27.52,38,0,5.66,US,1717007641
168,lospalos,-8.5186,127.0025,22.2,99,100,1.06,TL,1717007829
169,kill devil hills,36.0307,-75.676,25.01,64,0,4.12,US,1717007829
170,saint-pierre,-21.3393,55.4781,23.82,83,75,9.77,RE,1717007830
171,new norfolk,-42.7826,147.0587,13.29,62,100,1.71,AU,1717007830
172,mount pearl,47.5166,-52.7813,9.5,97,100,11.32,CA,1717007826
173,buchenbach,49.2678,11.0589,17.65,97,100,1.65,DE,1717007830
174,ancud,-41.8697,-73.8203,10.44,78,100,6.27,CL,1717007830
175,nuuk,64.1835,-51.7216,0.34,80,100,6.71,GL,1717007830
176,tres palos,18.1833,-101.6167,37.28,24,5,4.15,MX,1717007831
177,revda,56.801,59.9303,3.58,98,100,2.43,RU,1717007831
178,souillac,-20.5167,57.5167,24.21,94,75,5.66,MU,1717007831
179,cabo san lucas,22.8909,-109.9124,35.61,33,0,2.06,MX,1717007831
180,kirensk,57.7853,108.1119,11.65,84,100,1.79,RU,1717007831
181,whitehorse,60.7161,-135.0538,11.72,39,20,4.12,CA,1717007831
182,alice springs,-23.7,133.8833,15.75,100,75,6.69,AU,1717007831
183,ribeira brava,32.65,-17.0667,22.62,77,0,2.3,PT,1717007832
184,luau,-10.7073,22.2247,19.31,46,8,1.64,AO,1717007832
185,tateyama,34.9833,139.8667,16.72,88,65,2.7,JP,1717007832
186,dazuocun,24.8862,118.9643,21.65,75,100,7.86,CN,1717007832
187,georgetown,5.4112,100.3354,29.97,80,20,0.51,MY,1717007562
188,balsas,-7.5325,-46.0356,34.78,31,20,1.65,BR,1717007832
189,yen vinh,18.6667,105.6667,29.56,69,100,2.28,VN,1717007832
190,nabire,-3.3667,135.4833,24.56,94,100,1.58,ID,1717007832
191,madang,-5.2246,145.7966,25.11,93,45,1.03,PG,1717007833
192,bac lieu,9.285,105.7244,29.17,78,100,5.07,VN,1717007833
193,hami,42.8,93.45,22.46,18,7,7.54,CN,1717007833
194,kudahuvadhoo,2.6708,72.8944,28.65,81,100,9.42,MV,1717007833
195,manado,1.487,124.8455,24.43,100,40,1.03,ID,1717007833
196,enewetak,11.3474,162.3373,27.98,79,90,6.84,MH,1717007833
197,fale old settlement,-9.3852,-171.2468,29.36,72,0,5.5,TK,1717007833
198,gamba,-2.65,10.0,25.76,92,100,3.1,GA,1717007834
199,mount isa,-20.7333,139.5,12.87,94,0,0.0,AU,1717007834
200,praia da vitoria,38.7333,-27.0667,20.14,94,75,5.24,PT,1717007834
201,zouerate,22.7187,-12.4521,32.7,13,14,5.02,MR,1717007834
202,mugia,43.1041,-9.2179,16.06,83,12,4.46,ES,1717007834
203,kone,-21.0595,164.8658,17.16,77,12,1.68,NC,1717007834
204,vilyuysk,63.7553,121.6247,17.78,57,100,2.68,RU,1717007834
205,ribeira grande,38.5167,-28.7,20.22,94,75,5.14,PT,1717007835
206,karangampel,-6.4622,108.4519,26.9,79,17,3.71,ID,1717007835
207,suwayr,30.1171,40.3893,34.52,12,5,3.62,SA,1717007835
208,shyroke,47.6917,33.2571,15.08,88,83,3.0,UA,1717007835
209,at-bashi,41.1702,75.8106,10.2,62,99,1.18,KG,1717007835
210,cabedelo,-6.9811,-34.8339,25.37,81,8,4.05,BR,1717007835
211,onguday,50.75,86.15,8.72,65,100,1.83,RU,1717007835
212,constantia,44.1833,28.65,15.38,82,56,5.11,RO,1717007836
213,prado,-17.3411,-39.2208,26.19,67,100,3.51,BR,1717007836
214,newman,37.3138,-121.0208,25.69,20,0,4.92,US,1717007836
215,petropavlovsk-kamchatsky,53.0452,158.6483,4.14,75,75,2.0,RU,1717007836
216,isafjordur,66.0755,-23.124,8.02,66,0,4.12,IS,1717007836
217,wakkanai,45.4094,141.6739,5.87,89,100,3.87,JP,1717007836
218,la ronge,55.1001,-105.2842,22.14,35,75,8.23,CA,1717007836
219,egilsstadir,65.2653,-14.3948,8.95,76,75,1.54,IS,1717007836
220,tangalle,6.024,80.7911,26.09,86,100,5.88,LK,1717007837
221,onchan,54.1733,-4.4532,12.62,82,40,6.17,IM,1717007837
222,mazatlan,23.2167,-106.4167,33.98,60,0,4.63,MX,1717007837
223,shingu,33.7333,135.9833,14.45,71,1,2.32,JP,1717007837
224,sao joao da barra,-21.6403,-41.0511,24.05,75,100,8.37,BR,1717007837
225,iskateley,67.6803,53.1512,-5.55,91,17,4.02,RU,1717007837
226,primorsk,46.7348,36.3443,16.41,92,0,3.06,UA,1717007837
227,havre,49.5833,0.3333,14.63,94,100,2.57,FR,1717007838
228,kapuskasing,49.4169,-82.4331,12.05,40,0,4.12,CA,1717007838
229,pisco,-13.7,-76.2167,19.03,77,40,4.63,PE,1717007838
230,uturoa,-16.7333,-151.4333,27.35,77,26,6.94,PF,1717007838
231,piti village,13.4626,144.6933,28.03,85,0,3.09,GU,1717007838
232,cambria,35.5641,-121.0808,26.34,58,12,6.55,US,1717007838
233,embi,48.8264,58.1442,16.79,36,0,2.69,KZ,1717007838
234,piskivka,50.6938,29.6193,16.08,69,100,2.76,UA,1717007839
235,eastham,41.8301,-69.9739,23.18,64,0,3.6,US,1717007700
236,chuguyevka,44.1653,133.8633,6.29,94,100,0.36,RU,1717007839
237,prince rupert,54.3161,-130.3201,10.05,79,75,4.12,CA,1717007839
238,rosarito,32.3333,-117.0333,23.13,68,8,3.53,MX,1717007839
239,leava,-14.3,-178.1667,28.04,81,93,6.49,WF,1717007839
240,obsharovka,53.125,48.8531,17.25,68,1,2.03,RU,1717007839
241,sault ste. marie,46.5168,-84.3333,15.16,44,0,8.23,CA,1717007584
242,gizo,-8.103,156.8419,26.9,83,100,1.69,SB,1717007840
243,apatity,67.5641,33.4031,4.81,90,37,2.58,RU,1717007840
244,badger,64.8,-147.5333,17.78,54,40,0.0,US,1717007550
245,guayaramerin,-10.8368,-65.3614,26.03,47,0,4.12,BO,1717007840
246,ghat,24.9647,10.1728,26.69,38,88,10.13,LY,1717007840
247,okahao,-17.885,15.0667,20.25,24,1,2.96,NA,1717007840
248,labrador city,52.9463,-66.9114,0.95,93,100,12.96,CA,1717007841
249,idri,27.5,13.2667,30.3,14,93,3.63,LY,1717007841
250,bonthe,7.5264,-12.505,28.58,76,99,5.05,SL,1717007841
251,nouadhibou,20.931,-17.0347,21.99,68,91,8.23,MR,1717007841
252,tsiombe,-25.3,45.4833,20.82,81,0,5.58,MG,1717007841
253,lhasa,29.65,91.1,14.84,49,11,3.11,CN,1717007841
254,puerto leguizamo,-0.1934,-74.7819,25.86,81,100,1.27,CO,1717007841
255,hithadhoo,-0.6,73.0833,29.0,75,91,9.18,MV,1717007842
256,port lincoln,-34.7333,135.8667,16.12,85,100,10.84,AU,1717007842
257,tevriz,57.509,72.4042,-2.47,66,0,1.71,RU,1717007842
258,north branford,41.3276,-72.7673,24.44,59,100,4.12,US,1717007842
259,sao gabriel da cachoeira,-0.1303,-67.0892,26.89,78,75,1.03,BR,1717007842
260,chibougamau,49.9168,-74.3659,12.79,38,0,7.72,CA,1717007842
261,sosnovo-ozerskoye,52.5249,111.5418,7.44,44,87,1.05,RU,1717007843
262,enshi,30.3,109.4833,16.54,99,100,0.83,CN,1717007843
263,wegorzewo,54.2157,21.7372,15.25,90,100,2.21,PL,1717007843
264,tannum sands,-23.9504,151.3693,18.94,77,4,3.09,AU,1717007843
265,kargasok,59.0556,80.8572,1.65,97,100,7.15,RU,1717007843
266,rabo de peixe,37.8,-25.5833,19.73,99,40,6.69,PT,1717007843
267,luderitz,-26.6481,15.1594,14.06,97,58,2.32,NA,1717007843
268,belyy yar,53.6039,91.3903,12.94,62,0,6.0,RU,1717007844
269,pacific grove,36.6177,-121.9166,21.79,79,20,4.92,US,1717007844
270,mejit,10.2753,170.8646,27.65,79,99,6.51,MH,1717007844
271,itacarambi,-15.1022,-44.0919,31.47,28,40,1.14,BR,1717007844
272,kupang,-10.1667,123.5833,27.32,100,20,1.03,ID,1717007844
273,buka,40.8108,69.1986,19.25,36,0,1.11,UZ,1717007844
274,yeed,4.55,43.0333,27.19,56,100,6.55,SO,1717007844
275,chernyshevskiy,63.0128,112.4714,11.72,63,42,1.23,RU,1717007845
276,kuqa,41.7278,82.9364,20.89,32,100,5.08,CN,1717007845
277,santiago,-33.4569,-70.6483,22.38,55,75,1.54,CL,1717007723
278,pasuquin,18.3328,120.6177,24.97,100,100,2.57,PH,1717007845
279,port saint john's,-31.6229,29.5448,21.57,43,0,3.57,ZA,1717007845
280,nova vicosa,-17.8919,-39.3719,27.0,58,100,4.96,BR,1717007845
281,san patricio,28.017,-97.5169,33.81,52,0,7.1,US,1717007845
282,valentin gomez farias,28.2167,-106.5833,32.74,6,43,5.19,MX,1717007846
283,freetown,8.484,-13.2299,29.84,70,75,4.12,SL,1717007846
284,miracema do tocantins,-9.5618,-48.3967,35.0,28,97,1.34,BR,1717007846
285,lillehammer,61.1146,10.4674,14.03,64,100,2.44,NO,1717007846
